Terms,TOP,BOT
friday,4,2
fridge,1,1
fried,1,1
friedrich,1,0
friend,23,10
friendapplausei,0,1
friendlaughterbut,1,0
friendly,3,3
friends,40,24
friendsapplausejoe,1,0
friendship,1,1
friendships,0,1
friendslaughterthe,1,0
friendswell,1,0
friendyou,0,1
frightened,2,3
frightening,1,1
frighteningly,1,0
frisked,1,0
frisson,1,0
frivolous,0,1
frogs,0,1
fromlaughterso,1,0
front,30,20
frontal,1,0
froze,1,1
frozen,0,4
fruit,1,1
fruitcake,1,0
fruits,1,2
fruitthe,0,1
frustrated,2,2
frustrating,1,0
frustration,2,0
frustrations,0,1
fruttilaughteri,1,0
fry,1,2
fsharp,2,0
fuck,0,1
fucking,1,0
fuel,1,16
fuelfree,0,1
fuels,0,11
fulfill,1,2
fulfilling,0,2
fulfillment,3,0
fulfillments,0,1
full,20,16
fullbody,1,0
fuller,0,1
fullexercise,1,0
fulli,0,1
fullscale,0,3
fullservice,0,1
fullsize,1,1
fulltime,2,0
fully,2,2
fumbling,1,1
fumes,0,2
fun,28,8
function,4,2
functional,2,0
functioned,1,0
functioning,1,1
functions,4,2
fund,3,0
fundamental,3,5
fundamentali,1,0
fundamentally,1,4
funded,2,1
funding,1,1
funds,3,2
funeral,0,1
fungus,0,1
funlaughtereven,1,0
funmi,1,0
funnier,1,1
funniest,1,1
funnow,1,0
funny,11,4
funso,0,1
fur,0,1
furiously,0,1
furnaceto,0,1
furniture,1,4
furrowed,0,1
furs,0,1
furtherlaughterim,1,0
furthermore,1,0
furthest,1,0
furtiveshe,0,1
fury,0,1
fuse,0,1
fuss,0,2
future,28,47
futureone,0,2
futures,4,0
futuresecond,0,1
futuristic,0,1
futurologists,0,1
fuzzier,0,1
fuzziest,1,0
fuzzy,0,2
g20,0,4
gabriel,0,2
gaddafi,0,1
gadgets,0,2
gain,2,2
gaining,1,0
gains,0,3
gaitskill,1,0
gal,1,0
galapagos,0,2
galaxies,2,1
galaxiesbut,0,1
galaxy,1,0
galaxybut,1,0
galena,0,1
galison,0,1
gall,1,0
galleries,0,1
gallo,1,1
gallons,0,2
galloping,0,1
gallup,0,1
galvanizing,0,1
gama,0,1
gamble,3,0
gambling,1,0
game,10,12
gameapplausear,1,0
gameapplausemany,1,0
gamechanger,0,2
gamemeanwhile,0,1
gamenow,0,1
games,5,7
gamescar,1,0
gaming,1,2
gandhi,1,1
gang,0,1
gangrenous,0,1
gap,10,5
gapminder,2,0
gapminderas,0,1
gapmindercom,0,1
gapminderorg,0,1
gaps,2,1
garage,0,1
garages,0,1
garbage,0,4
garcia,0,1
garden,2,18
gardeners,0,3
gardening,0,2
gardens,0,19
garlic,0,1
gary,1,0
gas,1,5
gases,0,1
gaslaughterwouldnt,0,1
gasped,1,0
gaspshave,1,0
gastric,0,1
gastrointestinal,1,0
gastronomy,0,1
gastronomyalso,0,1
gate,6,0
gates,1,1
gateway,2,1
gather,2,0
gathered,4,1
gatherer,0,1
gathering,2,3
gatherings,0,1
gaulle,0,1
gave,24,16
gaza,0,2
gaze,2,1
gazewhat,0,1
gdp,2,3
gear,1,2
gears,1,0
gee,2,0
geeks,0,1
gehry,1,0
geisel,1,0
gel,0,1
gems,2,0
gen,0,1
gender,6,1
genderbased,0,1
gene,0,5
general,5,8
generalize,0,1
generalized,2,0
generally,2,9
generate,1,1
generated,1,1
generating,0,2
generation,4,27
generationnow,0,1
generations,3,5
generationsin,0,1
generative,1,0
generators,0,1
generic,1,2
generosity,1,0
generous,0,2
generously,0,1
genes,0,6
genetic,3,5
genetically,0,1
geneticists,0,1
genie,2,0
genital,1,2
genitals,0,1
genius,13,1
geniusand,1,0
geniuses,3,0
genji,1,0
genocide,0,2
genome,0,2
genres,1,0
gens,1,0
gentle,1,4
gentleman,6,2
gentlemans,0,1
gentlemen,10,7
gentler,3,0
gently,0,1
geoffrey,0,1
geographic,0,6
geologist,1,0
geologists,0,1
geometry,0,2
geopolitical,0,1
geopositioning,0,1
georegistering,0,1
george,2,3
georgetown,0,1
georgia,0,4
geosensitive,0,1
german,1,1
germany,1,3
germinating,0,1
germs,0,1
gertrudes,0,1
gesture,10,0
gestureinterface,1,0
gestures,9,0
gesturesapplauseinteraction,1,0
gesturesso,1,0
get,290,221
gets,23,36
getting,50,36
gfc,0,1
ghana,1,1
ghettos,0,1
ghonim,0,1
ghost,2,1
giant,7,7
gibson,1,0
gift,6,3
gifted,1,0
giftlaughterhopefully,1,0
gifts,2,2
gig,4,1
gigabits,0,1
gigantic,1,2
gigs,1,0
gilbert,1,0
gillian,7,0
gills,0,2
gimmicked,1,0
gimmicky,0,1
gin,1,0
ginger,4,0
gingrich,1,0
ginormous,0,1
girl,24,19
girlfriend,2,0
girls,5,14
gist,1,0
give,105,72
giveaway,1,0
given,21,3
gives,10,16
giving,12,14
giza,0,1
glad,4,3
glamor,0,1
glamorous,1,0
glamourthere,0,1
glance,1,2
glances,0,2
glancesif,0,1
glancing,0,1
gland,1,0
glare,0,1
glass,22,3
glassbottom,1,0
glasses,3,6
glaucomaand,0,1
glaxosmithkline,1,0
gleaming,0,2
glean,1,0
glenn,0,2
glibness,2,0
glide,0,1
glider,1,0
gliding,1,0
glimmer,1,0
glimpse,2,0
glimpsed,1,0
glinting,0,1
gloat,0,1
glob,0,1
global,5,33
globalization,0,2
globalized,0,2
globally,0,1
globe,2,4
globes,0,1
globules,0,1
gloomy,0,1
glorified,1,0
glorious,5,2
glory,0,1
glossies,1,0
glove,0,2
gloves,0,1
glow,0,1
glowing,1,1
glucksberg,1,0
glued,0,2
glut,0,1
gmail,1,0
goal,16,20
goalnow,0,1
goalpost,1,0
goalright,0,1
goals,4,3
goat,0,1
goaudience,1,0
gobackto,0,1
gobeatboxyeah,1,0
god,21,44
godard,1,0
godchildren,0,2
goddamn,1,0
godgiven,0,1
godkb,5,0
godlaughterapplausenow,1,0
godlaughteryou,1,0
godnow,0,1
godoh,1,0
gods,4,12
godso,0,1
goes,53,36
goeslaughterlaughterapplausewhew,1,0
goi,0,1
going,359,302
goingally,0,1
goingand,0,2
goingkt,1,0
goinglaughterwhat,1,0
goingneither,1,0
goingson,0,1
golaughterand,1,0
golaughterbeatboxhere,1,0
golaughterthe,1,0
gold,9,1
goldberg,1,0
golden,5,24
goldhe,1,0
goldnor,0,1
goldso,1,0
golf,1,0
gone,21,21
goneand,0,1
gonekb,1,0
gonelaughterthe,0,1
gonetr,0,1
gonna,0,3
gonumber,1,0
goo,0,2
good,128,162
goodbye,1,0
goode,0,2
goodi,1,0
goodid,0,1
goodlaughterand,1,0
goodness,2,2
goodopen,1,0
goodthank,1,0
google,9,5
gore,2,0
gorgeous,4,2
gorgons,0,1
gorilla,1,0
gosh,6,0
goshno,1,0
gosinging,1,0
goso,0,2
gospel,0,2
gossamer,0,2
gossip,4,0
gossiping,2,0
got,185,129
gotcha,3,0
goto,0,2
gotta,1,0
gotten,5,10
gourmet,0,2
govern,3,1
governing,0,2
government,4,14
governmentapplauseand,0,1
governments,1,9
governmenttoday,1,0
governor,0,1
gps,0,3
grab,3,7
grabbing,1,0
grabs,2,0
grace,2,4
graced,0,1
graceful,0,1
gracefully,1,0
gracethis,0,1
graceweightfully,0,1
grad,1,0
grade,5,0
gradelaughterso,0,1
graders,2,0
grades,4,0
gradeso,1,0
gradeswhat,1,0
gradual,1,1
gradually,0,4
graduate,6,4
graduated,5,2
graduating,3,1
graffiti,0,1
graham,0,1
grain,0,2
gram,0,5
grams,0,1
grand,3,5
grandchildren,0,1
grander,0,1
grandest,1,0
grandeur,0,1
grandeurnow,0,1
grandfather,3,2
grandfathers,5,0
grandfatherswhat,1,0
grandiose,4,0
grandiosity,1,0
grandma,1,5
grandmother,1,5
grandpa,1,0
grandparents,1,1
grange,0,1
granges,0,1
grant,1,1
granted,2,1
granting,0,1
graph,5,3
graphic,1,2
graphical,1,0
graphics,1,2
graphs,0,1
grasp,1,1
grasped,0,1
grasping,2,1
grass,1,4
grassesso,0,1
grasslands,2,0
grassle,0,1
grassroots,0,1
grateful,4,1
gratification,4,0
gratitude,2,3
gravediggers,1,0
graves,0,1
gravitate,1,0
gravity,2,5
gray,3,2
grazed,0,1
grazing,0,1
grc,0,3
great,61,64
greatand,0,1
greater,4,6
greatest,8,8
greatgreat,0,1
greatly,1,1
greatthis,0,1
grecian,0,1
greece,2,1
greek,0,4
greeks,1,0
green,5,29
greenery,0,1
greeneyed,0,1
greengray,0,1
greengrocer,0,1
greenhouse,0,2
greenlab,0,12
greenlaband,0,1
greenness,0,1
greet,1,0
greeted,0,2
greetings,1,0
gregarious,1,0
grew,15,15
grid,0,3
grids,0,1
grief,1,3
grieving,1,0
grievingout,0,1
grim,1,0
grind,0,2
grip,1,0
gripped,2,0
grit,11,0
gritgrit,1,0
grittier,1,0
grittierthank,1,0
gritty,2,0
groaned,1,0
groans,0,1
grocery,0,3
groopman,1,0
groove,0,1
gross,1,0
ground,10,9
grounded,1,0
groundfloor,0,1
groundhows,0,1
groundi,1,0
grounding,1,0
grounds,1,0
groundthank,0,1
group,32,22
groupand,1,0
grouper,0,2
groups,6,5
groupthink,1,0
grow,17,34
growing,11,18
grown,3,6
grownup,1,0
grows,1,3
growsthe,1,0
growth,8,9
growthlaughterand,1,0
growthwere,0,1
grubbing,0,1
grudgesid,1,0
guadalajara,1,0
guarantee,5,0
guarantees,1,0
guard,3,0
guardian,1,2
guardianmegan,0,1
guards,1,0
gubernatorial,1,0
guess,11,13
guessed,0,1
guessing,1,3
guesslaughtersj,1,0
guest,2,0
guests,0,2
guestsand,1,0
guidance,0,3
guide,4,5
guidelines,0,1
guides,0,1
guiding,0,1
guile,0,1
guilt,2,0
guilty,7,1
guinness,1,0
guitars,0,2
gulf,2,8
gulfwe,0,1
gum,0,1
gumbymouth,1,0
gummy,4,0
gums,1,0
gun,1,4
guns,0,1
gunshots,0,1
guru,0,1
gut,3,1
gutted,1,0
gutting,0,1
guy,44,30
guyas,0,1
guylaughteri,1,0
guylaughterim,1,0
guys,20,35
guzheng,1,0
gym,1,0
gymnasium,0,1
gymnasiumso,0,1
gynecologists,1,0
h2o,0,1
h5n1,0,1
habibi,1,0
habilis,1,0
hability,0,1
habit,3,2
habitat,0,2
habitats,0,2
habitpacei,1,0
habits,4,3
habsburg,1,0
hack,4,1
hacked,2,1
hackers,1,1
hacking,1,0
hacks,0,1
hadbut,1,0
hadnt,3,0
haggard,0,1
haguenow,0,1
hail,1,0
hailalso,1,0
hair,9,10
hairs,0,1
hairstylists,1,0
haiti,0,1
haitinow,0,1
half,34,21
halfblocklong,0,1
halflaughteratlassian,1,0
halfmillion,0,1
halfway,3,4
hall,3,2
hallthe,0,1
hallucinate,1,0
hallucinations,1,0
hallway,0,1
hallwayyou,0,1
halophyte,0,2
halophytes,0,4
halves,1,1
hamburger,1,0
hamburgers,2,1
hamlet,5,0
hampered,0,1
hampton,1,0
hamptons,1,0
han,1,0
hand,67,26
handand,1,0
handbasket,0,1
handbuilt,0,1
handcarrying,0,1
handcuffs,1,0
handed,1,0
handfit,0,1
handfor,1,0
handful,0,2
handheld,0,1
handi,1,0
handicap,1,0
handicapped,1,0
handj,1,0
handkb,1,0
handle,9,5
handling,1,1
handouts,1,1
hands,40,17
handscribed,0,1
handshake,2,0
handshakenarrator,1,0
handsj,1,0
handsomelaughterapplausetheres,1,0
handson,0,1
handsor,0,1
handy,0,3
hang,4,3
hangar,0,3
hanging,1,1
hangovers,1,0
hangs,2,0
hanh,0,1
hanlon,1,0
hans,0,3
hanssen,1,0
happen,33,40
happened,47,37
happeneda,0,1
happenedapplauseill,0,1
happenedit,0,1
happenedlaughternow,1,0
happenedlaughterthen,1,0
happenedone,1,0
happeni,1,0
happening,22,18
happeningall,0,1
happeningand,0,1
happeningfor,1,0
happeninterviewer,1,0
happenlaughterit,1,0
happenmy,1,0
happens,30,31
happensand,1,0
happensi,1,0
happensthis,1,0
happenwell,1,0
happier,8,2
happierbut,1,0
happiest,2,0
happily,2,2
happiness,43,11
happinessand,1,0
happinesslaughteri,1,0
happinesslaughternow,1,0
happinessso,1,0
happinesswhat,1,0
happinesswhy,1,0
happy,35,42
happysteve,1,0
happythe,0,1
harachaman,0,1
harass,1,1
harassed,1,0
harassment,2,0
harbor,0,3
harbors,0,1
hard,51,33
harder,13,3
harderlaughterbeing,1,0
hardest,2,1
hardheaded,1,0
harding,1,0
hardly,3,9
hardshe,0,1
hardtocomeby,0,1
hardware,1,3
hardweve,1,0
hardwired,2,0
hardworking,1,0
hare,2,0
harlem,0,1
harlots,0,1
harm,4,1
harmed,1,0
harmful,5,0
harming,0,1
harmoniouslypiano,0,1
harmoniouslythe,0,1
harmony,0,2
harnessed,0,1
harnessing,0,1
harping,0,1
harry,1,0
harsh,0,1
harshest,0,1
hartzband,1,0
harvard,18,6
harvardeducated,0,2
harvest,0,1
harvested,0,2
hascommitted,1,0
hasnt,2,6
hassles,1,0
hastens,0,1
hat,6,1
hate,11,8
hated,0,1
hatedinflicting,0,1
hateor,0,1
hath,1,0
hatred,1,0
hauling,0,1
haunted,1,1
haunting,0,1
haunts,0,1
havefs,0,1
havelaughterhe,1,0
havenow,1,0
havent,25,9
haverpiece,0,3
haveso,1,1
hawaii,2,2
hawaiian,0,1
hawk,0,2
hawking,3,0
hawn,1,0
hayek,1,0
hazmat,0,1
head,37,14
headache,1,0
headaches,1,0
headbanging,1,0
headed,1,2
headfoots,1,0
headi,0,1
heading,1,1
headlaughternow,0,1
headlaughterthe,1,0
headline,1,1
headliner,1,0
headlines,0,2
headmistress,0,2
headmounted,1,0
headphones,0,1
headquarters,3,1
heads,10,1
headslaughterdont,1,0
headsso,1,0
headwell,1,0
headwind,0,1
heady,0,1
heal,4,0
healed,1,0
healing,1,2
healingapplausethis,0,1
healingtr,0,1
health,36,38
healthas,0,1
healthcare,2,3
healthier,7,0
healthiernow,1,0
healthiest,1,0
healthlaughterpeople,1,0
healthso,1,0
healthy,7,16
healthywe,1,0
heap,1,0
heapingbut,0,1
hear,30,22
heard,47,23
hearfirst,1,0
hearing,1,7
hears,3,0
heart,40,14
heartache,1,0
heartand,1,0
heartbeat,1,0
heartbreak,3,0
heartburnings,1,0
heartlung,1,0
heartrate,2,0
hearts,3,0
heartstrings,1,0
heat,2,9
heated,0,1
heather,7,0
heaven,1,8
heavier,1,0
heavily,0,3
heaviness,1,0
heavy,4,4
hebrew,0,2
heck,0,2
heckled,1,0
hed,6,3
hedge,1,0
hedonic,1,0
heed,0,1
heels,6,0
heelsthe,0,1
hehn,1,0
height,2,0
heightened,2,0
heirs,0,2
helaughterhow,1,0
held,5,5
helen,2,0
helicopters,1,0
helium,0,1
hell,6,7
hellaudience,0,1
hellbound,0,1
hello,15,2
helm,1,0
helmet,1,1
helmets,0,1
help,58,61
helpand,1,1
helped,12,9
helpful,7,5
helping,8,13
helpless,0,11
helplessly,1,1
helps,7,7
helpso,1,0
hem,0,2
hemisphere,19,0
hemispheres,7,0
hemorrhage,3,0
hen,0,1
hence,0,1
hendricks,0,1
henry,2,0
henrys,1,0
heralds,0,1
herand,1,1
herbie,0,1
herbut,1,0
hercules,0,2
herd,0,1
herder,0,1
hereabout,1,0
hereapplauseca,1,0
hereapplauseso,1,0
herei,2,0
herelaughtergive,1,0
herelaughternow,0,1
herelaughterso,0,1
herelaughtertell,1,0
heres,62,33
heresj,1,0
hereso,2,2
herethe,1,1
heretwo,0,1
herewhen,1,0
herher,0,1
herits,0,1
herkyjerky,1,0
hermy,0,1
hero,0,1
heroes,0,2
herring,1,4
herselfyes,0,1
hershe,0,1
herso,0,1
hersorceress,0,1
herwhen,0,1
heryou,0,1
herzegovina,0,1
herzog,0,1
hes,54,51
heschel,0,1
heshe,0,1
hesitate,0,1
hesitating,1,0
hetero,1,0
heuristic,0,1
hewlettpackard,1,0
hexacopters,1,0
hey,9,5
hiccupper,1,0
hiccuppers,1,0
hiccupperslaughtermarried,1,0
hiccupping,2,0
hiccups,2,0
hid,0,1
hidden,3,4
hide,2,3
hidein,1,0
hiding,1,1
hierarchical,0,1
hierarchies,2,0
hierarchy,3,1
higgins,1,0
high,30,32
highclass,0,1
highconflict,1,0
highdensity,0,1
highefficiency,0,3
highend,0,1
higher,8,6
higherend,0,1
highervolunteer,1,0
highest,9,4
highestoperating,0,1
highestquality,1,0
highfalutin,0,1
highfidelity,0,1
highgrowth,0,1
highincome,1,0
highlevel,0,1
highlight,0,3
highlights,1,0
highlipid,0,1
highly,5,11
highlytalented,1,0
highperformance,1,0
highpower,7,0
highresolution,0,1
highrise,0,2
highschool,0,1
highspeed,0,2
hightech,1,2
highwater,1,0
highway,0,6
highways,0,2
hijack,1,0
hike,0,4
hiked,0,1
hiking,1,0
hill,0,1
hilla,0,1
hillary,0,1
hillarys,0,1
hillel,0,1
hillis,0,7
hills,1,1
himand,1,1
himits,1,0
himlaughterapplausethis,0,1
himlaughterive,1,0
himlaughterlets,1,0
himselffreud,1,0
himselflaughterhe,1,0
himvideo,0,2
himwas,1,0
hindquarters,0,2
hindsight,1,0
hindsightlaughterits,1,0
hint,1,4
hip,4,0
hipdeep,0,1
hippie,0,1
hippocampus,3,0
hippocrates,1,0
hire,7,2
hired,5,1
hiroshima,4,0
hirshberg,0,1
hisher,0,1
hisometimes,0,1
hissed,0,1
historian,0,2
historians,2,1
historic,0,2
historical,1,1
historically,0,2
history,17,24
historys,0,1
hit,10,11
hitherto,1,0
hits,2,2
hitting,3,3
hiv,2,32
hivaids,1,2
hivaidsi,0,1
hivinfected,0,2
hivnegative,0,4
hivnegativewe,0,1
hivpositive,0,13
hmi,1,0
hmm,1,0
hoarded,0,1
hoarse,0,1
hobby,0,1
hobbyhorse,0,1
hodgman,1,0
hogwarts,2,0
hold,40,15
holder,2,0
holding,11,4
holds,1,2
hole,3,5
holes,0,3
holiday,1,2
holidays,2,0
holiness,0,1
holistic,1,0
hollered,1,0
hollow,0,2
hollywood,1,6
hollywoods,0,1
holocaust,1,2
home,35,28
homeapplauseand,0,1
homecooked,1,0
homegrown,0,1
homemakerslaughterso,0,1
homemeanwhile,0,1
homes,1,2
homeso,0,1
homethe,0,1
hometown,2,0
homewent,0,1
homework,3,0
homicidelaughteryou,1,0
homo,1,1
homology,0,1
homophobia,1,0
honduras,1,0
hone,2,0
honest,10,0
honestlaughterif,1,0
honestly,7,0
honestnow,1,0
honesty,6,0
honey,3,0
honing,0,1
honor,3,0
honored,2,3
honoredalso,0,1
hood,2,2
hoodie,3,0
hoods,0,1
hook,3,3
hooked,2,0
hookedi,1,0
hooks,0,1
hookup,1,0
hoopla,0,1
hooted,1,0
hooves,0,4
hop,2,3
hope,20,34
hopeat,1,0
hoped,1,1
hopefully,4,7
hopeless,2,3
hopemitchell,0,1
hopenow,0,1
hopes,1,3
hoping,5,4
hopped,0,1
horizon,1,6
horizonin,0,1
horizontal,0,1
hormonal,1,0
hormone,8,0
hormones,4,0
hormoneso,1,0
horn,0,1
horny,0,1
horrible,4,2
horrid,0,2
horrific,3,1
horrified,2,1
horror,1,2
horrors,0,1
horse,0,4
horses,0,1
horticulturists,0,1
hospital,10,16
hospitaland,0,2
hospitalbelieve,0,1
hospitality,0,1
hospitalized,1,0
hospitallaughteri,1,0
hospitals,0,5
host,8,4
hosted,1,0
hostels,0,1
hostility,0,1
hosting,0,1
hosts,1,1
hot,10,12
hotel,1,1
hotellaughterapplausethere,1,0
hottest,0,1
houdini,1,0
houdinis,1,0
hour,8,10
hourlaughterback,1,0
hours,22,14
hourslaughterim,1,0
house,17,20
houseand,0,1
housed,0,2
housedressescheap,0,1
household,0,3
households,0,1
houses,1,4
housing,0,8
hover,2,0
hovering,2,2
howard,0,1
howd,1,0
however,11,4
howlaughternow,1,0
hows,1,0
hub,1,1
hubandspoke,0,1
huddle,1,0
huddled,0,1
hues,0,1
hug,2,1
huge,16,20
hugely,1,2
hugging,1,0
hugh,1,0
hughes,1,0
huh,0,2
huhlaughterso,1,0
hum,0,5
human,81,64
humanand,0,1
humancaused,0,1
humancentric,0,2
humane,0,1
humanism,1,0
humanist,1,0
humanistic,1,0
humanitarian,1,1
humanities,1,0
humanity,2,6
humanize,1,1
humankind,1,0
humanpowered,0,2
humans,8,14
humansversusnature,0,1
humble,0,1
humiliated,3,3
humiliation,13,0
humming,1,1
hummuslaughterits,1,0
humor,1,5
hump,2,3
humps,0,1
hunching,2,0
hundred,9,5
hundredeven,0,1
hundredfoot,1,0
hundreds,6,13
hung,1,1
hunger,2,2
hungerbut,1,0
hungry,3,1
hunted,0,1
hunter,0,1
huntergatherer,0,1
hunting,1,0
hurdle,1,0
hurricane,1,1
hurry,0,1
hurt,16,5
hurting,2,0
hurtling,0,2
hurts,1,1
hurtseven,0,1
hurtsnow,0,1
husband,8,3
husbandlaughteranyway,1,0
husbands,3,2
husseins,0,1
hut,0,1
hyde,0,1
hydrocarbon,0,1
hydrogen,0,2
hydrothermal,0,1
hyena,0,5
hygiene,0,1
hygienelaughtersadly,1,0
hype,2,0
hyperbolically,1,0
hypercard,0,5
hyperlinks,0,2
hyperventilating,1,0
hypnotize,1,0
hypnotized,1,0
hypnotizing,1,0
hypochondria,1,0
hypochondriac,1,0
hypothesis,2,0
hypothesisgeneratingi,1,0
hypothesizing,0,1
hypoxic,3,0
hysterical,1,0
hystericallaughterand,1,0
hystericallaughterin,1,0
hysterically,1,0
ian,0,1
iand,1,0
ibizathe,0,1
ibm,0,2
ice,7,4
icebased,0,1
iceberg,0,1
ici,1,0
ick,0,1
icloud,1,0
icon,2,1
iconic,2,0
icons,1,1
idea,59,72
ideal,6,4
idealaughterand,1,0
idealist,0,1
idealistic,0,1
ideally,0,1
ideas,19,39
ideasi,1,0
ideasnumber,1,0
ideathree,0,1
ideations,1,0
ideawe,0,1
idee,0,1
identical,1,0
identified,1,1
identifies,0,2
identify,5,8
identities,1,2
identity,23,17
identityso,0,1
ideology,1,0
idiosyncratic,0,1
idiot,1,2
idiots,1,0
idle,1,1
idol,1,0
idyllic,0,1
ifthen,2,0
igbo,2,0
ignited,1,0
ignitelaughterso,0,1
ignorance,1,0
ignorant,0,3
ignore,2,1
ignored,0,1
ignoredi,1,0
ignoredph,0,1
ignoring,0,1
ijo,1,0
ikeduba,0,1
ill,68,45
illegal,2,1
illicit,1,0
illness,1,2
illnessbut,1,0
illnesses,1,0
illuminate,0,3
illusion,3,1
illustrate,1,2
illustrates,0,1
illustrations,1,0
illustrationyou,0,1
illustrator,0,1
illustratorish,0,1
ilsung,1,0
image,10,22
imaged,0,1
imagery,0,4
images,6,11
imagesorgasm,1,0
imaginary,2,2
imagination,12,6
imaginationbut,1,0
imaginations,0,1
imaginationso,1,0
imaginative,2,0
imagine,27,38
imagined,4,4
imaging,0,1
imams,1,0
imasen,0,1
imitating,1,0
imitation,0,1
immediate,2,1
immediately,5,5
immense,1,0
immersed,1,2
immersion,1,0
immersive,0,1
immigrant,2,0
immigrants,1,0
immigration,4,0
imminent,0,1
immobile,0,1
immortal,1,0
immune,4,0
immunitybuilding,0,1
immutable,1,0
impact,14,18
impacti,1,0
impacts,0,5
impaired,0,1
impart,1,0
imparted,1,0
impartial,0,1
imperceptible,0,1
imperfect,2,0
implantthank,1,0
implement,0,3
implementation,0,2
implemented,1,0
implementing,1,0
implications,0,4
implicit,0,1
implicitly,0,1
implies,1,3
imply,0,1
import,0,1
importance,2,3
important,61,76
importantand,0,1
importantly,6,5
importantweve,0,1
impose,0,2
imposed,0,2
imposing,0,2
imposition,0,1
impossible,21,3
impostor,3,0
impotence,1,0
impoverished,1,1
impractical,0,2
impress,1,0
impressed,1,0
impresses,1,0
impression,1,3
impressionable,1,0
impressionists,0,1
impressionsi,0,1
impressive,0,3
impressivelaughterapplauseyes,1,0
impressivelaughterbut,1,0
imprint,1,0
imprisoned,2,0
improbable,2,1
impromptu,1,0
improve,4,3
improved,2,0
improvement,2,2
improvements,0,1
improves,1,1
improving,2,0
improvisationyou,0,1
improvise,0,1
impulse,5,2
impulses,3,0
impulsesso,1,0
impulsively,1,0
inability,1,0
inaccessible,0,1
inami,0,1
inand,1,1
inappropriate,0,2
inauthentic,0,1
inbox,3,1
inbreathes,1,0
inc,1,0
incandescent,0,1
incarcerated,0,1
incarnates,0,1
incentive,1,4
incentivei,0,1
incentives,3,1
incentiveshe,1,0
incentivize,1,0
incentivized,1,0
incentivizingwhat,1,0
incessantly,0,1
inch,2,2
inches,1,2
incident,1,1
incidentally,0,2
incidents,1,0
incipient,0,1
inclined,1,3
include,5,0
included,0,1
includes,1,1
including,6,4
income,12,3
incomewe,1,0
incompatible,1,0
incompetent,1,0
incomplete,1,2
incompleteness,1,1
incomprehensible,2,0
inconsiderately,1,0
